City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Mikkeli,FI,2021-09-17 20:09:16,61.6886,27.2723,44.71,81,90,2.3
277,Hirara,JP,2021-09-17 20:09:17,24.8,125.2833,83.35,73,16,3.96
278,Rizhao,CN,2021-09-17 20:09:17,35.4275,119.4553,65.68,88,49,6.78
279,Cayenne,GF,2021-09-17 20:07:49,4.9333,-52.3333,86.04,79,75,4.0
280,Tres Arroyos,AR,2021-09-17 20:09:17,-38.3739,-60.2798,68.81,54,1,13.18
281,Nabire,ID,2021-09-17 20:09:17,-3.3667,135.4833,74.53,96,100,4.07
282,Puerto Escondido,MX,2021-09-17 20:09:18,15.85,-97.0667,85.19,70,39,5.93
283,Dongsheng,CN,2021-09-17 20:09:18,39.8161,109.9776,60.46,65,100,4.68
284,Varjota,BR,2021-09-17 20:09:18,-4.1944,-40.4767,96.28,22,61,7.74
285,Haimen,CN,2021-09-17 20:09:19,23.1935,116.6142,79.47,89,11,7.36
286,Ust-Ordynskiy,RU,2021-09-17 20:09:19,52.805,104.7508,39.04,88,40,4.72
287,Abu Kamal,SY,2021-09-17 20:09:19,34.4506,40.9171,83.79,33,40,9.33
288,Carballo,ES,2021-09-17 20:09:20,43.213,-8.691,62.87,91,1,2.57
289,Erzin,TR,2021-09-17 20:09:20,36.9559,36.2,76.01,68,0,2.04
290,Chicama,PE,2021-09-17 20:09:20,-7.8447,-79.1469,72.72,59,24,9.69
291,Bouca,CF,2021-09-17 20:09:21,6.5105,18.2733,71.24,94,100,2.82
292,Port-Cartier,CA,2021-09-17 20:09:21,50.0334,-66.8654,60.75,63,0,12.3
293,Luanda,AO,2021-09-17 20:05:54,-8.8368,13.2343,71.28,82,8,9.28
294,Namatanai,PG,2021-09-17 20:09:21,-3.6667,152.4333,78.13,84,44,7.14
295,Bahia De Caraquez,EC,2021-09-17 20:09:22,-0.6,-80.4167,78.69,77,67,10.58
296,Hit,IQ,2021-09-17 20:09:22,33.6416,42.8251,86.74,27,0,9.66
297,Matagami,CA,2021-09-17 20:09:22,49.7502,-77.6328,75.81,50,54,16.08
298,Tuatapere,NZ,2021-09-17 20:07:22,-46.1333,167.6833,35.82,83,8,3.58
299,Fort Frances,CA,2021-09-17 20:08:15,48.5999,-93.4003,62.17,54,9,13.44
300,Baykit,RU,2021-09-17 20:09:23,61.67,96.37,41.04,85,100,3.87
301,Oda,JP,2021-09-17 20:09:23,35.1833,132.5,72.03,94,100,19.22
302,Kidal,ML,2021-09-17 20:09:24,18.4411,1.4078,97.86,16,82,9.82
303,Gimli,CA,2021-09-17 20:09:24,50.6336,-96.9907,61.43,48,68,14.74
304,Keti Bandar,PK,2021-09-17 20:09:24,24.1447,67.4497,82.98,83,19,11.88
305,Zhigalovo,RU,2021-09-17 20:09:24,54.8097,105.1578,44.73,59,99,2.95
306,Boundiali,CI,2021-09-17 20:09:25,9.5217,-6.4869,74.79,88,100,2.59
307,Roebourne,AU,2021-09-17 20:09:25,-20.7833,117.1333,72.01,41,0,9.01
308,Minab,IR,2021-09-17 20:09:25,27.1467,57.0801,89.1,65,0,0.85
309,Shimoda,JP,2021-09-17 20:09:26,34.6667,138.95,76.28,89,100,17.07
310,Harper,LR,2021-09-17 20:09:18,4.375,-7.7169,75.92,90,100,5.84
311,Nantong,CN,2021-09-17 20:09:26,32.0303,120.8747,67.98,81,0,1.81
312,Baindur,IN,2021-09-17 20:09:26,13.8667,74.6333,76.6,90,15,2.59
313,Bilma,NE,2021-09-17 20:09:27,18.6853,12.9164,93.6,14,0,8.72
314,Adeje,ES,2021-09-17 20:09:27,28.1227,-16.726,75.02,71,20,1.01
315,Homer,US,2021-09-17 20:09:27,59.6425,-151.5483,55.08,86,30,3.0
316,Kisesa,TZ,2021-09-17 20:09:27,-3.0833,34.15,73.62,54,25,6.71
317,Kloulklubed,PW,2021-09-17 20:07:21,7.0419,134.2556,80.53,82,99,16.17
318,Serowe,BW,2021-09-17 20:09:28,-22.3833,26.7167,59.14,77,0,15.77
319,Aswan,EG,2021-09-17 20:09:28,24.0934,32.907,83.14,24,2,11.63
320,Samarai,PG,2021-09-17 20:07:34,-10.6167,150.6667,77.47,81,100,18.48
321,Hithadhoo,MV,2021-09-17 20:07:40,-0.6,73.0833,82.56,74,100,5.46
322,Lavumisa,SZ,2021-09-17 20:09:28,-27.31,31.892,58.71,77,6,9.1
323,Tabou,CI,2021-09-17 20:09:29,4.423,-7.3528,76.03,91,93,6.15
324,La Asuncion,VE,2021-09-17 20:09:29,11.0333,-63.8628,83.53,72,100,16.73
325,Stavyshche,UA,2021-09-17 20:09:29,50.4,29.5333,64.33,83,100,9.01
326,Boralday,KZ,2021-09-17 20:09:29,43.3578,76.8594,60.66,48,75,2.24
327,Kodiak,US,2021-09-17 20:03:28,57.79,-152.4072,51.28,80,36,8.1
328,Aksarka,RU,2021-09-17 20:09:30,66.5606,67.7975,38.14,96,100,30.69
329,Roald,NO,2021-09-17 20:09:30,62.5833,6.1333,53.91,93,0,3.44
330,Kochevo,RU,2021-09-17 20:09:30,59.5994,54.3125,36.34,87,100,6.96
331,Sitka,US,2021-09-17 20:09:31,57.0531,-135.33,49.39,82,98,6.78
332,Jawhar,SO,2021-09-17 20:09:31,2.7809,45.5005,77.16,73,30,18.7
333,Hobyo,SO,2021-09-17 20:07:18,5.3505,48.5268,77.94,83,96,26.02
334,Pangnirtung,CA,2021-09-17 20:09:31,66.1451,-65.7125,36.34,68,100,4.09
335,Mount Isa,AU,2021-09-17 20:08:04,-20.7333,139.5,58.77,51,5,1.14
336,Kaduna,NG,2021-09-17 20:09:32,10.5222,7.4383,73.51,82,57,3.04
337,Martapura,ID,2021-09-17 20:09:32,-3.4167,114.85,75.29,100,100,1.14
338,Camargo,MX,2021-09-17 20:09:32,27.6667,-105.1667,91.09,22,0,3.69
339,Xinzhou,CN,2021-09-17 20:09:32,38.4092,112.7333,59.61,86,100,1.19
340,Llangefni,GB,2021-09-17 20:09:33,53.2556,-4.3106,63.77,82,40,16.11
341,Providencia,MX,2021-09-17 20:09:33,28.7167,-111.5833,99.28,53,20,3.0
342,Cotonou,BJ,2021-09-17 20:09:33,6.3654,2.4183,79.12,87,97,8.08
343,Laguna,US,2021-09-17 20:09:34,38.421,-121.4238,89.44,47,1,3.0
344,Gambela,ET,2021-09-17 20:09:34,8.25,34.5833,71.65,98,100,2.71
345,Steamboat Springs,US,2021-09-17 20:09:34,40.485,-106.8317,82.35,15,40,12.66
346,Balsas,BR,2021-09-17 20:07:12,-7.5325,-46.0356,99.7,15,2,6.76
347,Geraldton,AU,2021-09-17 20:07:53,-28.7667,114.6,43.21,93,0,5.75
348,Flin Flon,CA,2021-09-17 20:07:50,54.7682,-101.865,49.28,65,100,6.69
349,La Ronge,CA,2021-09-17 20:07:33,55.1001,-105.2842,43.34,85,100,5.17
350,Chokurdakh,RU,2021-09-17 20:09:35,70.6333,147.9167,30.61,91,100,10.89
351,Lempaala,FI,2021-09-17 20:09:35,61.3167,23.75,44.1,75,90,4.61
352,Ponta Delgada,PT,2021-09-17 20:07:15,37.7333,-25.6667,70.52,78,75,9.22
353,Sanski Most,BA,2021-09-17 20:09:35,44.7653,16.6656,58.48,98,100,1.45
354,Robertsport,LR,2021-09-17 20:09:36,6.7533,-11.3686,78.96,82,95,8.97
355,Adamovka,RU,2021-09-17 20:09:36,51.5223,59.9396,49.42,47,100,10.0
356,Ust-Kuyga,RU,2021-09-17 20:07:31,70.0167,135.6,33.64,98,100,11.59
357,Road Town,VG,2021-09-17 20:09:36,18.4167,-64.6167,85.19,74,28,14.12
358,Oranjestad,AW,2021-09-17 20:09:37,12.524,-70.027,83.39,81,0,23.49
359,Sturgeon Falls,CA,2021-09-17 20:09:37,46.3646,-79.9326,82.09,51,0,14.94
360,Magway,MM,2021-09-17 20:09:37,20.15,94.9167,76.75,94,100,8.14
361,Sao Jose Da Coroa Grande,BR,2021-09-17 20:07:21,-8.8978,-35.1478,75.58,83,29,13.87
362,Maksi,IN,2021-09-17 20:09:37,23.2667,76.15,72.25,96,100,14.2
363,Bud,US,2021-09-17 20:08:04,39.447,-86.1758,89.04,58,11,2.55
364,Grand Gaube,MU,2021-09-17 20:09:38,-20.0064,57.6608,72.37,84,26,8.01
365,Nauta,PE,2021-09-17 20:09:38,-4.5061,-73.5757,88.38,51,72,3.49
366,Saskylakh,RU,2021-09-17 20:07:27,71.9167,114.0833,31.03,90,99,10.13
367,Sao Joao Da Barra,BR,2021-09-17 20:09:38,-21.6403,-41.0511,71.55,90,71,7.18
368,Tezu,IN,2021-09-17 20:09:39,27.9167,96.1667,74.1,92,100,2.55
369,Nome,US,2021-09-17 20:09:39,64.5011,-165.4064,39.16,80,79,7.72
370,Half Moon Bay,US,2021-09-17 20:09:39,37.4636,-122.4286,81.54,71,90,1.01
371,Petropavlovsk-Kamchatskiy,RU,2021-09-17 20:09:39,53.0452,158.6483,37.99,100,0,8.95
372,Brockville,CA,2021-09-17 20:09:24,44.5834,-75.6826,79.63,55,42,13.15
373,Port Keats,AU,2021-09-17 20:09:40,-14.25,129.55,76.64,88,8,4.45
374,Mulanje,MW,2021-09-17 20:09:40,-16.0316,35.5,73.31,71,18,11.16
375,Cap-Haitien,HT,2021-09-17 20:09:40,19.7578,-72.2042,83.64,76,100,16.67
376,Luan,CH,2021-09-17 20:09:40,46.3592,6.9759,59.65,89,28,0.81
377,Vagur,FO,2021-09-17 20:09:41,61.4732,-6.8119,52.68,92,76,19.28
378,Penzance,GB,2021-09-17 20:09:41,50.1186,-5.5371,60.76,89,100,12.97
379,Chingirlau,KZ,2021-09-17 20:09:41,51.095,54.0814,49.55,49,100,6.33
380,Prince Rupert,CA,2021-09-17 20:09:42,54.3161,-130.3201,46.31,90,100,10.36
381,Leningradskiy,RU,2021-09-17 20:09:42,69.3833,178.4167,31.28,95,100,0.83
382,Karratha,AU,2021-09-17 20:07:54,-20.7377,116.8463,71.11,49,0,9.24
383,Muravlenko,RU,2021-09-17 20:09:42,63.7898,74.523,39.43,91,64,6.98
384,San Andres,CO,2021-09-17 20:09:42,12.5847,-81.7006,83.43,79,100,16.15
385,Heilbron,ZA,2021-09-17 20:09:43,-27.2812,27.9709,51.08,55,3,18.3
386,Bitung,ID,2021-09-17 20:09:43,1.4451,125.1824,74.25,85,66,8.68
387,Birjand,IR,2021-09-17 20:09:43,32.8663,59.2211,71.19,13,0,7.49
388,Pokrovsk,UA,2021-09-17 20:09:43,48.282,37.1758,57.54,53,90,8.55
389,Bahia Honda,CU,2021-09-17 20:09:44,22.9036,-83.1592,88.9,59,76,7.92
390,Chanthaburi,TH,2021-09-17 20:09:44,12.8333,102.1667,65.16,95,99,0.98
391,Cap Malheureux,MU,2021-09-17 20:09:44,-19.9842,57.6142,72.46,84,36,8.01
392,Nantucket,US,2021-09-17 20:07:41,41.2835,-70.0995,75.09,92,100,13.98
393,Novikovo,RU,2021-09-17 20:09:45,51.1537,37.8879,49.87,88,100,10.18
394,Fuerte Olimpo,PY,2021-09-17 20:09:45,-21.0415,-57.8738,103.78,18,26,10.02
395,Mamallapuram,IN,2021-09-17 20:09:45,12.6264,80.1722,80.65,78,93,8.32
396,Kocevje,SI,2021-09-17 20:09:45,45.6433,14.8633,60.58,99,97,3.13
397,Gore,NZ,2021-09-17 20:09:46,-46.1028,168.9436,35.22,84,13,2.48
398,Fairbanks,US,2021-09-17 20:06:10,64.8378,-147.7164,50.31,67,10,1.01
399,Gushikawa,JP,2021-09-17 20:09:46,26.3544,127.8686,79.83,79,7,3.58
400,Bereda,ES,2021-09-17 20:09:46,43.2686,-7.5406,58.75,99,6,2.06
401,Burnie,AU,2021-09-17 20:09:47,-41.0667,145.9167,49.91,89,100,16.55
402,Astana,KZ,2021-09-17 20:09:46,51.1801,71.446,44.55,87,0,8.95
403,Saint-Francois,FR,2021-09-17 20:07:26,46.4154,3.9054,63.84,88,0,1.14
404,Abu Samrah,SY,2021-09-17 20:09:47,35.3029,37.1841,73.63,51,0,6.78
405,Porbandar,IN,2021-09-17 20:09:47,21.6422,69.6093,80.28,87,65,9.15
406,Borogontsy,RU,2021-09-17 20:09:48,62.6683,131.1683,47.93,96,100,4.61
407,Charlestown,AU,2021-09-17 20:09:48,-32.95,151.6667,60.73,80,99,1.99
408,Sulangan,PH,2021-09-17 20:09:48,11.1373,123.7228,81.16,79,100,2.73
409,Divnogorsk,RU,2021-09-17 20:09:48,55.9594,92.3619,46.89,82,35,4.36
410,Padang,ID,2021-09-17 20:09:49,-0.9492,100.3543,76.84,88,100,3.06
411,Nanortalik,GL,2021-09-17 20:07:42,60.1432,-45.2371,39.04,80,5,19.55
412,Lagoa,PT,2021-09-17 20:09:49,39.05,-27.9833,67.84,71,100,8.93
413,Vila Do Maio,CV,2021-09-17 20:09:49,15.1333,-23.2167,79.41,79,59,15.88
414,Ostrovnoy,RU,2021-09-17 20:09:50,68.0531,39.5131,41.97,73,100,4.97
415,Borzna,UA,2021-09-17 20:09:50,51.2546,32.4269,54.27,81,100,13.73
416,Aketi,CD,2021-09-17 20:09:50,2.7388,23.7833,71.62,82,69,2.13
417,Sobolevo,RU,2021-09-17 20:09:50,54.4299,31.8996,43.39,72,100,14.56
418,Biak,ID,2021-09-17 20:09:51,-0.9131,122.8766,74.82,85,100,8.23
419,Upata,VE,2021-09-17 20:09:51,8.0086,-62.3989,84.13,57,66,1.39
420,Roche-La-Moliere,FR,2021-09-17 20:09:51,45.4341,4.3228,62.73,90,26,1.01
421,Brigantine,US,2021-09-17 20:09:51,39.4101,-74.3646,78.04,90,75,12.66
422,Banjar,ID,2021-09-17 20:09:52,-8.19,114.9675,80.46,89,44,4.56
423,Camacha,PT,2021-09-17 20:09:52,33.0833,-16.3333,71.53,68,40,8.05
424,Santa Cruz,BO,2021-09-17 20:09:52,-17.8,-63.1667,97.43,22,6,15.05
425,Salinopolis,BR,2021-09-17 20:09:53,-0.6136,-47.3561,83.07,72,11,11.34
426,Madimba,TZ,2021-09-17 20:09:53,-10.4,40.3333,73.06,84,1,6.11
427,Ketchikan,US,2021-09-17 20:09:53,55.3422,-131.6461,45.19,95,100,5.01
428,Anadyr,RU,2021-09-17 20:07:48,64.75,177.4833,41.16,72,36,13.33
429,Sawakin,SD,2021-09-17 20:09:53,19.1059,37.3321,86.79,59,12,9.48
430,Haines Junction,CA,2021-09-17 20:09:54,60.7522,-137.5108,44.78,74,100,2.35
431,Ahipara,NZ,2021-09-17 20:09:54,-35.1667,173.1667,54.68,69,0,8.68
432,Deputatskiy,RU,2021-09-17 20:07:36,69.3,139.9,34.59,99,100,5.26
433,Bac Lieu,VN,2021-09-17 20:09:55,9.285,105.7244,78.37,86,100,4.59
434,Tilichiki,RU,2021-09-17 20:09:55,60.4667,166.1,46.98,75,100,4.83
435,Kabinda,CD,2021-09-17 20:09:55,-6.1333,24.4833,71.58,70,30,3.74
436,Russkaya Polyana,UA,2021-09-17 20:09:55,49.417,31.9201,62.44,78,100,15.08
437,Marabba,SD,2021-09-17 20:09:56,12.35,32.1833,72.91,85,99,17.2
438,Shingu,JP,2021-09-17 20:09:56,33.7333,135.9833,77.92,97,100,17.02
439,Antofagasta,CL,2021-09-17 20:09:56,-23.65,-70.4,62.1,69,30,8.03
440,Wamba,NG,2021-09-17 20:09:57,8.9333,8.6,73.71,91,95,2.55
441,Lakes Entrance,AU,2021-09-17 20:09:57,-37.8811,147.981,56.57,93,100,7.74
442,Tanout,NE,2021-09-17 20:09:57,14.9709,8.8879,91.81,31,93,14.2
443,East Hemet,US,2021-09-17 20:09:57,33.74,-116.9389,96.19,30,14,6.46
444,Vila,PT,2021-09-17 20:09:58,42.0304,-8.1588,55.33,91,70,3.89
445,Yulara,AU,2021-09-17 20:09:58,-25.2406,130.9889,54.88,31,0,16.71
446,Broome,US,2021-09-17 20:09:58,42.2506,-75.833,79.21,69,90,1.01
447,Culiacan,MX,2021-09-17 20:05:37,24.7994,-107.3897,93.15,72,76,6.62
448,Leh,IN,2021-09-17 20:09:59,34.1667,77.5833,56.88,26,0,5.53
449,Fucecchio,IT,2021-09-17 20:09:59,43.7278,10.8101,73.38,80,56,4.0
450,Waverly,US,2021-09-17 20:09:59,42.7392,-84.6208,84.54,64,66,9.98
451,Ponta Do Sol,PT,2021-09-17 20:09:59,32.6667,-17.1,75.0,66,5,3.8
452,Bria,CF,2021-09-17 20:10:00,6.5423,21.9863,67.95,98,99,3.18
453,Murmashi,RU,2021-09-17 20:10:00,68.8154,32.8115,34.21,100,75,2.24
454,Necochea,AR,2021-09-17 20:07:53,-38.5473,-58.7368,72.03,60,0,13.42
455,Ambilobe,MG,2021-09-17 20:10:00,-13.2,49.05,70.14,81,88,3.91
456,Rudkobing,DK,2021-09-17 20:10:01,54.9364,10.7102,60.94,91,93,15.32
457,Phan Thiet,VN,2021-09-17 20:07:31,10.9333,108.1,75.97,91,94,3.51
458,Balaguer,ES,2021-09-17 20:10:01,41.7912,0.8109,73.08,67,0,1.92
459,Orichi,RU,2021-09-17 20:10:01,58.4036,49.0572,39.09,97,100,7.16
460,Vostok,RU,2021-09-17 20:07:46,46.4856,135.8833,44.89,93,0,4.79
461,Sungaipenuh,ID,2021-09-17 20:10:03,-2.0833,101.3833,63.86,93,86,3.2
462,Belmonte,BR,2021-09-17 20:07:25,-15.8631,-38.8828,74.43,62,1,7.99
463,Lazaro Cardenas,MX,2021-09-17 20:10:04,17.9583,-102.2,84.54,73,80,6.38
464,Wellington,NZ,2021-09-17 20:07:21,-41.2866,174.7756,46.06,88,75,4.61
465,Asau,RO,2021-09-17 20:10:04,46.4333,26.4,65.75,88,90,4.74
466,Nanchang,CN,2021-09-17 20:08:22,28.6833,115.8833,71.22,74,0,5.17
467,Warrington,GB,2021-09-17 20:10:05,53.3925,-2.5802,66.79,75,75,5.75
468,Mo I Rana,NO,2021-09-17 20:10:05,66.3128,14.1428,48.67,86,40,1.01
469,Calama,CL,2021-09-17 20:10:05,-22.4667,-68.9333,75.78,10,8,15.86
470,College,US,2021-09-17 20:10:06,64.8569,-147.8028,50.29,67,11,1.01
471,Yerbogachen,RU,2021-09-17 20:10:06,61.2767,108.0108,37.54,69,100,2.17
472,Santa Isabel Do Rio Negro,BR,2021-09-17 20:10:06,-0.4139,-65.0192,81.28,76,63,6.02
473,Windhoek,NA,2021-09-17 20:07:43,-22.5594,17.0832,65.1,15,0,5.86
474,Manuk Mangkaw,PH,2021-09-17 20:10:06,4.8,119.85,80.8,78,100,3.42
475,Charters Towers,AU,2021-09-17 20:10:07,-20.1,146.2667,59.45,92,1,8.52
476,Darhan,MN,2021-09-17 20:10:07,49.4867,105.9228,51.03,78,99,2.93
477,Jiwani,PK,2021-09-17 20:10:07,25.05,61.7417,82.13,84,0,5.59
478,Sinnamary,GF,2021-09-17 20:07:09,5.3833,-52.95,82.94,74,49,6.58
479,Ulaanbaatar,MN,2021-09-17 20:09:13,47.9077,106.8832,51.73,76,100,2.28
480,Sunland Park,US,2021-09-17 20:10:08,31.7965,-106.58,96.93,19,1,1.99
481,Ndjole,GA,2021-09-17 20:10:08,-0.1783,10.7649,74.82,94,94,4.0
482,Aksu,CN,2021-09-17 20:10:08,41.1231,80.2644,70.36,35,0,1.59
483,Pirot,RS,2021-09-17 20:10:09,43.1531,22.5861,66.22,56,63,4.34
484,Vestmanna,FO,2021-09-17 20:10:09,62.1564,-7.1664,50.92,100,90,14.97
485,Tautira,PF,2021-09-17 20:10:09,-17.7333,-149.15,82.42,76,46,23.06
486,Ngunguru,NZ,2021-09-17 20:10:10,-35.6167,174.5,52.16,85,15,9.6
487,Huilong,CN,2021-09-17 20:07:55,31.8111,121.655,68.99,82,0,1.81
488,Puerto Baquerizo Moreno,EC,2021-09-17 20:10:10,-0.9,-89.6,68.74,87,100,10.29
489,Valle Hermoso,MX,2021-09-17 20:10:10,25.6667,-97.8333,95.9,64,95,2.71
490,Fort Nelson,CA,2021-09-17 20:07:39,58.8053,-122.7002,55.47,45,96,0.92
491,Stepnyak,KZ,2021-09-17 20:10:11,52.8339,70.7803,45.37,50,56,15.77
492,Garissa,KE,2021-09-17 20:10:11,-0.4536,39.6401,76.46,65,18,20.85
493,Kismayo,SO,2021-09-17 20:10:11,-0.3582,42.5454,76.73,82,37,16.6
494,Gillette,US,2021-09-17 20:10:12,44.2911,-105.5022,68.95,31,19,18.99
495,Kinna,SE,2021-09-17 20:10:12,57.5073,12.6946,52.36,84,97,9.4
496,Xuchang,CN,2021-09-17 20:10:12,34.0167,113.8167,67.48,97,100,7.81
497,Antonina,BR,2021-09-17 20:10:12,-25.4286,-48.7119,68.2,99,100,0.72
498,Udachnyy,RU,2021-09-17 20:03:58,66.4167,112.4,30.11,91,98,7.7
499,Pemba,MZ,2021-09-17 20:10:13,-12.974,40.5178,76.24,79,8,12.21
500,Vyritsa,RU,2021-09-17 20:10:13,59.4078,30.3481,45.91,78,77,4.16
501,Kauhajoki,FI,2021-09-17 20:10:13,62.4333,22.1833,42.78,80,100,4.52
502,Coos Bay,US,2021-09-17 20:10:14,43.3665,-124.2179,81.86,36,100,9.19
503,Saurimo,AO,2021-09-17 20:10:14,-9.6608,20.3916,73.49,58,66,3.87
504,Qasigiannguit,GL,2021-09-17 20:10:14,68.8193,-51.1922,25.93,66,4,3.53
505,Viedma,AR,2021-09-17 20:10:14,-40.8135,-62.9967,69.12,29,9,11.32
506,Ambunti,PG,2021-09-17 20:10:15,-4.2365,142.8448,72.19,99,89,0.47
507,Puerto Ayacucho,VE,2021-09-17 20:10:15,5.6639,-67.6236,87.96,60,18,0.49
508,Moberly,US,2021-09-17 20:08:06,39.4184,-92.4382,89.94,41,75,0.0
509,Tabory,RU,2021-09-17 20:10:15,58.5198,64.5495,39.0,81,85,8.84
510,Alofi,NU,2021-09-17 20:10:16,-19.0595,-169.9187,78.12,82,16,18.45
511,Ferme-Neuve,CA,2021-09-17 20:10:16,46.7001,-75.4493,74.25,60,49,7.0
512,Baiyin,CN,2021-09-17 20:10:16,36.5583,104.2081,62.58,53,100,7.38
513,Peterhead,GB,2021-09-17 20:10:17,57.5058,-1.7981,61.12,93,87,17.9
514,Kaeo,NZ,2021-09-17 20:10:17,-35.1,173.7833,52.32,86,1,6.35
515,Gweta,BW,2021-09-17 20:10:17,-20.1833,25.2333,75.13,14,0,8.1
516,Puerto Madryn,AR,2021-09-17 20:09:57,-42.7692,-65.0385,65.89,33,94,7.83
517,Yumen,CN,2021-09-17 20:10:18,40.2833,97.2,67.32,28,0,14.9
518,Macau,MO,2021-09-17 20:05:19,22.2006,113.5461,85.06,89,20,9.22
519,Pangoa,PE,2021-09-17 20:10:18,-12.1167,-73.0,82.72,56,91,1.83
520,Misratah,LY,2021-09-17 20:10:18,32.3754,15.0925,80.13,62,0,13.22
521,Oktyabrskoye,RU,2021-09-17 20:10:18,43.0645,44.7417,50.14,93,98,6.71
522,Bubaque,GW,2021-09-17 20:10:19,11.2833,-15.8333,81.36,80,13,15.26
523,Jan Kempdorp,ZA,2021-09-17 20:10:19,-27.9225,24.8305,54.9,27,0,8.75
524,Tarana,IN,2021-09-17 20:10:19,23.3333,76.0333,72.43,97,100,14.76
525,Velingara,SN,2021-09-17 20:10:20,13.15,-14.1167,77.72,91,71,3.8
526,Katsuura,JP,2021-09-17 20:10:20,35.1333,140.3,75.22,79,100,22.66
527,Brufut,GM,2021-09-17 20:10:20,13.3814,-16.7518,80.29,83,100,14.52
528,Whittlesea,ZA,2021-09-17 20:10:20,-32.1759,26.8244,40.41,85,1,3.94
529,Ikwiriri,TZ,2021-09-17 20:10:21,-7.9562,38.9716,70.99,84,0,4.81
530,Baia De Aries,RO,2021-09-17 20:10:21,46.3833,23.2833,62.29,94,100,5.44
531,Fraga,ES,2021-09-17 20:10:21,41.5229,0.3489,74.23,50,0,6.11
532,Shizunai,JP,2021-09-17 20:10:22,42.3339,142.3669,62.4,96,100,17.18
533,Lopukhiv,UA,2021-09-17 20:10:22,48.3653,23.9638,57.81,99,100,2.8
534,Port Lincoln,AU,2021-09-17 20:07:47,-34.7333,135.8667,54.41,58,100,18.63
535,Hay River,CA,2021-09-17 20:10:22,60.8156,-115.7999,52.16,53,100,10.54
536,Bairiki,KI,2021-09-17 20:10:23,1.3292,172.9752,81.09,74,45,13.6
537,Mago,RU,2021-09-17 20:10:23,53.2514,140.1822,45.16,89,100,4.38
538,Biograd Na Moru,HR,2021-09-17 20:10:23,43.9433,15.4519,71.76,85,65,2.39
539,Rocha,UY,2021-09-17 20:10:24,-34.4833,-54.3333,64.69,67,1,7.36
540,Esna,EG,2021-09-17 20:10:24,25.2934,32.554,82.9,30,6,12.41
541,Remanso,BR,2021-09-17 20:10:24,-9.6179,-42.0831,87.19,32,0,9.69
542,Baie-Comeau,CA,2021-09-17 20:10:25,49.2168,-68.1489,63.36,68,0,9.37
543,Biga,TR,2021-09-17 20:10:25,40.2281,27.2422,70.03,48,22,4.05
544,Buala,SB,2021-09-17 20:10:25,-8.145,159.5921,80.19,81,85,8.08
545,Zaltan,LY,2021-09-17 20:10:25,32.947,11.8665,82.53,61,0,13.44
546,Makakilo City,US,2021-09-17 20:10:26,21.3469,-158.0858,80.35,69,75,8.05
547,Varkaus,FI,2021-09-17 20:10:26,62.3153,27.873,44.71,88,100,5.06
548,Faya,SA,2021-09-17 20:10:26,18.3851,42.4509,69.85,51,23,3.04
549,Tyrma,RU,2021-09-17 20:10:27,50.0833,132.1667,45.84,89,78,7.47
550,Lengshuitan,CN,2021-09-17 20:05:44,26.4111,111.5956,76.12,88,74,1.92
551,Belmira,CO,2021-09-17 20:10:27,6.6051,-75.6662,73.15,49,61,3.15
